"Girokonto";"DE72 1203 0000 0011 4478 55"
""
"Zeitraum:";"01.07.2025 - 30.06.2026"
"Kontostand vom 30.06.2026:";"3.412,87 €"
""
"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz";"Kategorie";"Unterkategorie"
"15.10.25";"15.10.25";"Gebucht";"Lukas Mustermann";"EDEKA/Leipzig";"EDEKA 20679740//Leipzig/DE 2025-10-15T12:15:11 KFN 0 VJ 2812";"Ausgang";"";"-61,67";"";"";"";"1. groceries";"supermarket"
"22.02.26";"22.02.26";"Gebucht";"Lukas Mustermann";"EWE Gas";"Abschlag 02/2026 Kundennr 105009171";"Ausgang";"DE95372817740898847975";"-215,78";"DE22EG31154516433";"EG-105009171";"";"8. fixed costs";"gas/heating"
"15.01.26";"15.01.26";"Gebucht";"Lukas Mustermann";"FAZ";"FAZ Abo Kd-Nr. 86175418 01/2026";"Ausgang";"DE27711488160580197557";"-27,81";"DE22F08267865044";"F-86175418";"";"7. abos";"(e)-papers"
"06.12.25";"06.12.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4919538088426 PP.4855.PP . GOOGLE ONE, Ihr Einkauf bei GOOGLE ONE";"Ausgang";"DE88500700100175526303";"-15,27";"LU96ZZZ0000000000000000058";"5PYM723399076KV";"";"7. abos";"cloud/software"
"14.03.26";"14.03.26";"Gebucht";"Lukas Mustermann";"Nord-Ostsee-Bahn/Nürnberg";"Kartenzahlung 2026-03-14T19:01:32 KFN 0 VJ 2812";"Ausgang";"";"-57,24";"";"";"";"3. mobility";"train tickets"
"07.02.26";"07.02.26";"Gebucht";"Lukas Mustermann";"Readly";"READLY Abo Kd-Nr. 233094 02/2026";"Ausgang";"DE62147061653730534289";"-24,83";"DE22R07816293096";"R-233094";"";"7. abos";"(e)-papers"
"22.08.25";"22.08.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"0668904172820 PP.4855.PP . GENIALOKAL, Ihr Einkauf bei GENIALOKAL";"Ausgang";"DE88500700100175526303";"-62,25";"LU96ZZZ0000000000000000058";"5PYM762381152KV";"";"5. education";"books"
"17.05.26";"17.05.26";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 05/2026 Beitragsnr 23547913";"Ausgang";"DE02792990251002279825";"-22,58";"DE22AZD79988359432";"AZD-23547913";"";"8. fixed costs";"rundfunk"
"24.07.25";"24.07.25";"Gebucht";"Lukas Mustermann";"Backwerk.170/Mainz";"Kartenzahlung 2025-07-24T16:26:11 KFN 0 VJ 2812";"Ausgang";"";"-45,44";"";"";"";"2. lifestyle&fun";"going out (food&drinks)"
"31.10.25";"31.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"1617990421020 PP.4855.PP . VAPIANO, Ihr Einkauf bei VAPIANO";"Ausgang";"DE88500700100175526303";"-13,98";"LU96ZZZ0000000000000000058";"5PYM275884252KV";"";"2. lifestyle&fun";"going out (food&drinks)"
"11.01.26";"11.01.26";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 01/2026 Beitragsnr 163677177";"Ausgang";"DE52969426915489788141";"-23,25";"DE22AZD24527705087";"AZD-163677177";"";"8. fixed costs";"rundfunk"
"21.02.26";"21.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"3410166687002 PP.4855.PP . SAUSALITOS, Ihr Einkauf bei SAUSALITOS";"Ausgang";"DE88500700100175526303";"-57,59";"LU96ZZZ0000000000000000058";"5PYM176591803KV";"";"2. lifestyle&fun";"going out (food&drinks)"
"07.12.25";"07.12.25";"Gebucht";"Lukas Mustermann";"TK.Maxx.9197/Bremen";"TK SAGT DANKE. 2025-12-07T09:07:58 KFN 0 VJ 2812";"Ausgang";"";"-71,12";"";"";"";"2. lifestyle&fun";"shopping (clothes)"
"01.09.25";"01.09.25";"Gebucht";"Lukas Mustermann";"Physiotherapie Aktiv";"Lastschrift 09/2025 Ref 14520580";"Ausgang";"DE28606048022406547476";"-44,74";"DE22PA95090418985";"PA-14520580";"";"6. healthcare";"doctor"
"24.12.25";"24.12.25";"Gebucht";"Lukas Mustermann";"Hofladen.Petersen/Dresden";"HOFLADEN 43671369//Dresden/DE 2025-12-24T20:44:16 KFN 0 VJ 2812";"Ausgang";"";"-44,49";"";"";"";"1. groceries";"farmers market"
"16.03.26";"16.03.26";"Gebucht";"Lukas Mustermann";"DEVK";"Versicherungsbeitrag Police 077964 03/2026";"Ausgang";"DE27709785253991385413";"-216,21";"DE22D17448519544";"D-077964";"";"8. fixed costs";"insurance"
"25.04.26";"25.04.26";"Gebucht";"Lukas Mustermann";"Thalia.Geschenke/Regensburg";"THALIA 35023850//Regensburg/DE 2026-04-25T07:02:21 KFN 0 VJ 2812";"Ausgang";"";"-80,65";"";"";"";"2. lifestyle&fun";"presents"
"21.04.26";"21.04.26";"Gebucht";"Lukas Mustermann";"Hausverwaltung Meyer";"Miete 04/2026 Whg 8346690";"Ausgang";"DE81449860296532831530";"-987,05";"DE22HM70791904878";"HM-8346690";"";"8. fixed costs";"rent"
"20.08.25";"20.08.25";"Gebucht";"Lukas Mustermann";"osnatel";"Rechnung 08/2025 Kd-Nr. 540085";"Ausgang";"DE38094207961990979896";"-44,63";"DE22O59131187087";"O-540085";"";"8. fixed costs";"internet"
"15.04.26";"15.04.26";"Gebucht";"Lukas Mustermann";"taz";"TAZ Abo Kd-Nr. 162897476 04/2026";"Ausgang";"DE76660919193526425993";"-7,18";"DE22T17697085675";"T-162897476";"";"7. abos";"(e)-papers"
"13.01.26";"13.01.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8350583003354 PP.4855.PP . UNTERWEGS OUTDOOR, Ihr Einkauf bei UNTERWEGS OUTDOOR";"Ausgang";"DE88500700100175526303";"-12,69";"LU96ZZZ0000000000000000058";"5PYM216894210KV";"";"2. lifestyle&fun";"sports"
"08.11.25";"08.11.25";"Gebucht";"Lukas Mustermann";"Check24 Versicherung";"Versicherungsbeitrag Police 06615922 11/2025";"Ausgang";"DE20976486183825591432";"-192,06";"DE22CV11724560518";"CV-06615922";"";"8. fixed costs";"insurance"
"01.06.26";"01.06.26";"Gebucht";"Lukas Mustermann";"Rupprecht.Buchhandlung/Bonn";"RUPPRECHT 2026-06-01T21:18:46 KFN 0 VJ 2812";"Ausgang";"";"-23,55";"";"";"";"5. education";"books"
"22.12.25";"22.12.25";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 12/2025 Beitragsnr 1702533";"Ausgang";"DE79708604377587253717";"-42,21";"DE22AZD20153330032";"AZD-1702533";"";"8. fixed costs";"rundfunk"
"11.05.26";"11.05.26";"Gebucht";"Lukas Mustermann";"Joyn Plus";"JOYN Abo Kd-Nr. 317394624 05/2026";"Ausgang";"DE87238586539276871413";"-13,12";"DE22JP49317967060";"JP-317394624";"";"7. abos";"streaming"
"08.01.26";"08.01.26";"Gebucht";"Lukas Mustermann";"AXA";"Versicherungsbeitrag Police 5076337 01/2026";"Ausgang";"DE36435371214630700958";"-104,64";"DE22A30428632310";"A-5076337";"";"8. fixed costs";"insurance"
"30.11.25";"30.11.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9150863218122 PP.4855.PP . UNIQLO, Ihr Einkauf bei UNIQLO";"Ausgang";"DE88500700100175526303";"-145,38";"LU96ZZZ0000000000000000058";"5PYM764579389KV";"";"2. lifestyle&fun";"shopping (clothes)"
"24.12.25";"24.12.25";"Gebucht";"Lukas Mustermann";"Verbraucherzentrale";"VERBRAUCHERZENTRALE Abo Kd-Nr. 5883021 12/2025";"Ausgang";"DE36716033841787602874";"-99,30";"DE22V90726488105";"V-5883021";"";"7. abos";"memberships"
"05.07.25";"05.07.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9185488064420 PP.4855.PP . MYTAXI, Ihr Einkauf bei MYTAXI";"Ausgang";"DE88500700100175526303";"-13,03";"LU96ZZZ0000000000000000058";"5PYM062987787KV";"";"3. mobility";"taxi"
"01.05.26";"01.05.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"6163421254508 PP.4855.PP . BIKE24, Ihr Einkauf bei BIKE24";"Ausgang";"DE88500700100175526303";"-1.090,37";"LU96ZZZ0000000000000000058";"5PYM095948152KV";"";"3. mobility";"bicycle"
"20.07.25";"20.07.25";"Gebucht";"Lukas Mustermann";"üstra Hannover";"Lastschrift 07/2025 Ref 36415471";"Ausgang";"DE55313259367813675009";"-9,57";"DE22ÜH42141052769";"ÜH-36415471";"";"3. mobility";"öpnv"
"01.08.25";"01.08.25";"Gebucht";"Lukas Mustermann";"BabyOne.8999/Stuttgart";"BABYONE 2025-08-01T08:05:05 KFN 0 VJ 2812";"Ausgang";"";"-319,84";"";"";"";"4. family";"family"
"29.08.25";"29.08.25";"Gebucht";"Lukas Mustermann";"Hetzner Online";"HETZNER Abo Kd-Nr. 816115 08/2025";"Ausgang";"DE56613404750004584089";"-26,74";"DE22HO22706990649";"HO-816115";"";"7. abos";"self-hosting"
"20.05.26";"20.05.26";"Gebucht";"Lukas Mustermann";"Greenpeace";"GREENPEACE Abo Kd-Nr. 84773920 05/2026";"Ausgang";"DE24440731971890112036";"-46,88";"DE22G72916942616";"G-84773920";"";"7. abos";"memberships"
"24.01.26";"24.01.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4576947576945 PP.4855.PP . CANYON, Ihr Einkauf bei CANYON";"Ausgang";"DE88500700100175526303";"-50,85";"LU96ZZZ0000000000000000058";"5PYM353659746KV";"";"3. mobility";"bicycle"
"05.02.26";"05.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"6847488360765 PP.4855.PP . NEW YORKER, Ihr Einkauf bei NEW YORKER";"Ausgang";"DE88500700100175526303";"-34,08";"LU96ZZZ0000000000000000058";"5PYM817390637KV";"";"2. lifestyle&fun";"shopping (clothes)"
"15.09.25";"15.09.25";"Gebucht";"Lukas Mustermann";"Taxi.Zentrale/Stuttgart";"TAXI 89760987//Stuttgart/DE 2025-09-15T20:57:39 KFN 0 VJ 2812";"Ausgang";"";"-24,83";"";"";"";"3. mobility";"taxi"
"15.11.25";"15.11.25";"Gebucht";"Lukas Mustermann";"FitX";"FITX Abo Kd-Nr. 27542832 11/2025";"Ausgang";"DE86785150668815571556";"-39,50";"DE22F61668940936";"F-27542832";"";"7. abos";"gym"
"01.03.26";"01.03.26";"Gebucht";"Lukas Mustermann";"Book.Depository.1306/Hamburg";"BOOK SAGT DANKE. 2026-03-01T20:55:11 KFN 0 VJ 2812";"Ausgang";"";"-8,42";"";"";"";"5. education";"books"
"11.04.26";"11.04.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5852294252516 PP.4855.PP . TAXI 1122, Ihr Einkauf bei TAXI 1122";"Ausgang";"DE88500700100175526303";"-25,62";"LU96ZZZ0000000000000000058";"5PYM185759171KV";"";"3. mobility";"taxi"
"22.10.25";"22.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5949330781117 PP.4855.PP . PARAMOUNT PLUS, Ihr Einkauf bei PARAMOUNT PLUS";"Ausgang";"DE88500700100175526303";"-16,12";"LU96ZZZ0000000000000000058";"5PYM196004902KV";"";"7. abos";"streaming"
"28.05.26";"28.05.26";"Gebucht";"Lukas Mustermann";"Vonovia";"Miete 05/2026 Whg 260284";"Ausgang";"DE65592189568864993397";"-1.235,36";"DE22V45391802384";"V-260284";"";"8. fixed costs";"rent"
"05.05.26";"05.05.26";"Gebucht";"Lukas Mustermann";"Kik/Karlsruhe";"KIK SAGT DANKE. 2026-05-05T10:36:06 KFN 0 VJ 2812";"Ausgang";"";"-23,86";"";"";"";"2. lifestyle&fun";"shopping (rest)"
"14.11.25";"14.11.25";"Gebucht";"Lukas Mustermann";"Lidl Connect";"Rechnung 11/2025 Kd-Nr. 57669625";"Ausgang";"DE36711712034574175659";"-59,68";"DE22LC23002242237";"LC-57669625";"";"8. fixed costs";"telephone"
"18.02.26";"18.02.26";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 02/2026 Beitragsnr 17918480";"Ausgang";"DE00001330214890401139";"-46,15";"DE22AZD21581927724";"AZD-17918480";"";"8. fixed costs";"rundfunk"
"26.10.25";"26.10.25";"Gebucht";"Lukas Mustermann";"Buchhaus.Campe.408/Köln";"BUCHHAUS 2025-10-26T15:30:20 KFN 0 VJ 2812";"Ausgang";"";"-16,00";"";"";"";"5. education";"books"
"05.06.26";"05.06.26";"Gebucht";"Lukas Mustermann";"FREENOW.521/Wuppertal";"FREENOW SAGT DANKE. 2026-06-05T08:10:25 KFN 0 VJ 2812";"Ausgang";"";"-44,12";"";"";"";"3. mobility";"taxi"
"16.09.25";"16.09.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"3000375398923 PP.4855.PP . STERN APOTHEKE, Ihr Einkauf bei STERN APOTHEKE";"Ausgang";"DE88500700100175526303";"-56,53";"LU96ZZZ0000000000000000058";"5PYM132465986KV";"";"6. healthcare";"pharmacy"
"21.04.26";"21.04.26";"Gebucht";"Lukas Mustermann";"Biohof.Ackermann.4090/Mainz";"BIOHOF 2026-04-21T22:53:57 KFN 0 VJ 2812";"Ausgang";"";"-16,13";"";"";"";"1. groceries";"farmers market"
"23.04.26";"23.04.26";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 04/2026 Beitragsnr 4448345";"Ausgang";"DE19955089775472815706";"-27,42";"DE22AZD62501622043";"AZD-4448345";"";"8. fixed costs";"rundfunk"
"16.02.26";"16.02.26";"Gebucht";"Lukas Mustermann";"Cursor";"CURSOR Abo Kd-Nr. 294339168 02/2026";"Ausgang";"DE67088550694394410104";"-32,53";"DE22C27974935492";"C-294339168";"";"7. abos";"AI"
"04.08.25";"04.08.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4869653715573 PP.4855.PP . MISTRAL AI, Ihr Einkauf bei MISTRAL AI";"Ausgang";"DE88500700100175526303";"-19,01";"LU96ZZZ0000000000000000058";"5PYM105208983KV";"";"7. abos";"AI"
"17.05.26";"17.05.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9079965857837 PP.4855.PP . WOW, Ihr Einkauf bei WOW";"Ausgang";"DE88500700100175526303";"-15,83";"LU96ZZZ0000000000000000058";"5PYM568167843KV";"";"7. abos";"streaming"
"10.07.25";"10.07.25";"Gebucht";"Lukas Mustermann";"Foodsharing e.V.";"FOODSHARING Abo Kd-Nr. 4055465 07/2025";"Ausgang";"DE12069061195973725303";"-44,30";"DE22FE15846439442";"FE-4055465";"";"7. abos";"memberships"
"16.11.25";"16.11.25";"Gebucht";"Lukas Mustermann";"Poe";"POE Abo Kd-Nr. 184553758 11/2025";"Ausgang";"DE26829508149940232358";"-35,71";"DE22P59358035288";"P-184553758";"";"7. abos";"AI"
"25.06.26";"25.06.26";"Gebucht";"Lukas Mustermann";"FAZ";"FAZ Abo Kd-Nr. 369701685 06/2026";"Ausgang";"DE25317504093701185968";"-12,36";"DE22F97409529055";"F-369701685";"";"7. abos";"(e)-papers"
"09.10.25";"09.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4123016049860 PP.4855.PP . ERNSTINGS FAMILY, Ihr Einkauf bei ERNSTINGS FAMILY";"Ausgang";"DE88500700100175526303";"-212,83";"LU96ZZZ0000000000000000058";"5PYM372186003KV";"";"4. family";"family"
"04.10.25";"04.10.25";"Gebucht";"Lukas Mustermann";"HVV.Hamburg.798/Karlsruhe";"HVV SAGT DANKE. 2025-10-04T12:06:40 KFN 0 VJ 2812";"Ausgang";"";"-8,62";"";"";"";"3. mobility";"öpnv"
"25.02.26";"25.02.26";"Gebucht";"Lukas Mustermann";"Käsestand.Wittkamp/Köln";"Kartenzahlung 2026-02-25T14:55:43 KFN 0 VJ 2812";"Ausgang";"";"-43,48";"";"";"";"1. groceries";"farmers market"
"05.07.25";"05.07.25";"Gebucht";"Lukas Mustermann";"KVB Köln";"Lastschrift 07/2025 Ref 22946209";"Ausgang";"DE35561039952970137124";"-52,73";"DE22KK36585856423";"KK-22946209";"";"3. mobility";"öpnv"
"27.01.26";"27.01.26";"Gebucht";"Lukas Mustermann";"RMV/München";"RMV 43882325//München/DE 2026-01-27T17:42:54 KFN 0 VJ 2812";"Ausgang";"";"-79,58";"";"";"";"3. mobility";"öpnv"
"03.08.25";"03.08.25";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 08/2025 Beitragsnr 337010653";"Ausgang";"DE60549712793108262775";"-35,62";"DE22AZD69990604186";"AZD-337010653";"";"8. fixed costs";"rundfunk"
"04.01.26";"04.01.26";"Gebucht";"Lukas Mustermann";"Urban Sports Club";"URBAN Abo Kd-Nr. 164792 01/2026";"Ausgang";"DE46429987247353998759";"-20,22";"DE22USC15300751451";"USC-164792";"";"7. abos";"gym"
"25.04.26";"25.04.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"7178472146172 PP.4855.PP . GOOGLE ONE, Ihr Einkauf bei GOOGLE ONE";"Ausgang";"DE88500700100175526303";"-33,51";"LU96ZZZ0000000000000000058";"5PYM758045292KV";"";"7. abos";"cloud/software"
"11.02.26";"11.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"3701945391177 PP.4855.PP . DOCMORRIS, Ihr Einkauf bei DOCMORRIS";"Ausgang";"DE88500700100175526303";"-67,38";"LU96ZZZ0000000000000000058";"5PYM666505276KV";"";"6. healthcare";"pharmacy"
"10.12.25";"10.12.25";"Gebucht";"Lukas Mustermann";"CinemaxX.502/Dortmund";"CINEMAXX SAGT DANKE. 2025-12-10T22:55:53 KFN 0 VJ 2812";"Ausgang";"";"-27,18";"";"";"";"2. lifestyle&fun";"cinema"
"20.10.25";"20.10.25";"Gebucht";"Lukas Mustermann";"osnatel";"Rechnung 10/2025 Kd-Nr. 801206";"Ausgang";"DE33575997949756756466";"-47,16";"DE22O76674913481";"O-801206";"";"8. fixed costs";"internet"
"06.04.26";"06.04.26";"Gebucht";"Lukas Mustermann";"FlixBus";"Lastschrift 04/2026 Ref 570279371";"Ausgang";"DE45211175186892686025";"-153,92";"DE22F92222064474";"F-570279371";"";"2. lifestyle&fun";"vacation"
"12.07.25";"12.07.25";"Gebucht";"Lukas Mustermann";"Hautarztpraxis Dr. Weber";"Lastschrift 07/2025 Ref 0048379";"Ausgang";"DE36315922912706593410";"-61,95";"DE22HDW40629118722";"HDW-0048379";"";"6. healthcare";"doctor"
"30.11.25";"30.11.25";"Gebucht";"Lukas Mustermann";"A-ROSA Resort";"Lastschrift 11/2025 Ref 016224";"Ausgang";"DE99982795014556168147";"-311,54";"DE22AR21458683390";"AR-016224";"";"2. lifestyle&fun";"vacation"
"03.05.26";"03.05.26";"Gebucht";"Lukas Mustermann";"PYUR Internet";"Rechnung 05/2026 Kd-Nr. 734958601";"Ausgang";"DE50085854914651679212";"-39,07";"DE22PI71952617186";"PI-734958601";"";"8. fixed costs";"internet"
"15.04.26";"15.04.26";"Gebucht";"Lukas Mustermann";"DB Vertrieb GmbH";"Lastschrift 04/2026 Ref 3166007";"Ausgang";"DE67620901447340433700";"-81,44";"DE22DVG96873045195";"DVG-3166007";"";"3. mobility";"train tickets"
"19.07.25";"19.07.25";"Gebucht";"Lukas Mustermann";"WWF Deutschland";"WWF Abo Kd-Nr. 50980635 07/2025";"Ausgang";"DE33350162625104946173";"-71,44";"DE22WD05151332096";"WD-50980635";"";"7. abos";"memberships"
"01.07.25";"01.07.25";"Gebucht";"Lukas Mustermann";"MVG.München/Düsseldorf";"MVG 2025-07-01T14:52:32 KFN 0 VJ 2812";"Ausgang";"";"-35,43";"";"";"";"3. mobility";"öpnv"
"28.06.26";"28.06.26";"Gebucht";"Lukas Mustermann";"heise plus";"HEISE Abo Kd-Nr. 064937590 06/2026";"Ausgang";"DE44790583047027890276";"-25,41";"DE22HP45130050198";"HP-064937590";"";"7. abos";"(e)-papers"
"13.11.25";"13.11.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9893969874869 PP.4855.PP . STADLER FAHRRÄDER, Ihr Einkauf bei STADLER FAHRRÄDER";"Ausgang";"DE88500700100175526303";"-769,73";"LU96ZZZ0000000000000000058";"5PYM415594501KV";"";"3. mobility";"bicycle"
"11.03.26";"11.03.26";"Gebucht";"Lukas Mustermann";"htp";"Rechnung 03/2026 Kd-Nr. 9427134";"Ausgang";"DE24706492225716400489";"-22,58";"DE22H52414345646";"H-9427134";"";"8. fixed costs";"internet"
"05.01.26";"05.01.26";"Gebucht";"Lukas Mustermann";"Schulverein/Nürnberg";"Kartenzahlung 2026-01-05T18:48:51 KFN 0 VJ 2812";"Ausgang";"";"-292,42";"";"";"";"4. family";"family"
"09.07.25";"09.07.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9625438480752 PP.4855.PP . OTTO, Ihr Einkauf bei OTTO";"Ausgang";"DE88500700100175526303";"-113,83";"LU96ZZZ0000000000000000058";"5PYM034476504KV";"";"2. lifestyle&fun";"shopping (rest)"
"06.05.26";"06.05.26";"Gebucht";"Lukas Mustermann";"John Reed";"JOHN Abo Kd-Nr. 504390 05/2026";"Ausgang";"DE35602858696609635476";"-34,08";"DE22JR07512101842";"JR-504390";"";"7. abos";"gym"
"17.07.25";"17.07.25";"Gebucht";"Lukas Mustermann";"Mayersche.9016/Nürnberg";"MAYERSCHE SAGT DANKE. 2025-07-17T14:36:38 KFN 0 VJ 2812";"Ausgang";"";"-13,61";"";"";"";"5. education";"books"
"04.07.25";"04.07.25";"Gebucht";"Lukas Mustermann";"Amazon Prime Video";"AMAZON Abo Kd-Nr. 461139979 07/2025";"Ausgang";"DE92715603387885285898";"-16,68";"DE22APV68184397630";"APV-461139979";"";"7. abos";"streaming"
"26.05.26";"26.05.26";"Gebucht";"Lukas Mustermann";"Stadtwerke Kiel";"Abschlag 05/2026 Kundennr 36659453";"Ausgang";"DE88232345335668228965";"-39,71";"DE22SK75492039801";"SK-36659453";"";"8. fixed costs";"electricity"
"04.04.26";"04.04.26";"Gebucht";"Lukas Mustermann";"Todoist";"TODOIST Abo Kd-Nr. 5854551 04/2026";"Ausgang";"DE39196034823678838736";"-101,42";"DE22T93238004364";"T-5854551";"";"7. abos";"cloud/software"
"14.11.25";"14.11.25";"Gebucht";"Lukas Mustermann";"Perplexity";"PERPLEXITY Abo Kd-Nr. 895236179 11/2025";"Ausgang";"DE49645495957812731742";"-42,82";"DE22P71832240239";"P-895236179";"";"7. abos";"AI"
"09.02.26";"09.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"0941218052579 PP.4855.PP . JETBRAINS, Ihr Einkauf bei JETBRAINS";"Ausgang";"DE88500700100175526303";"-31,86";"LU96ZZZ0000000000000000058";"5PYM599004794KV";"";"7. abos";"cloud/software"
"13.11.25";"13.11.25";"Gebucht";"Lukas Mustermann";"HanseMerkur";"Versicherungsbeitrag Police 83659980 11/2025";"Ausgang";"DE16658136622208610213";"-99,60";"DE22H05096399478";"H-83659980";"";"8. fixed costs";"insurance"
"14.07.25";"14.07.25";"Gebucht";"Lukas Mustermann";"Deutsches Theater";"Lastschrift 07/2025 Ref 656360041";"Ausgang";"DE25777118372742209124";"-26,20";"DE22DT18621042752";"DT-656360041";"";"2. lifestyle&fun";"theatre/opera"
"11.09.25";"11.09.25";"Gebucht";"Lukas Mustermann";"EWE";"Abschlag 09/2025 Kundennr 6335231";"Ausgang";"DE75487713202061392031";"-141,30";"DE22E86767448228";"E-6335231";"";"8. fixed costs";"electricity"
"21.08.25";"21.08.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"1097202170754 PP.4855.PP . UBER, Ihr Einkauf bei UBER";"Ausgang";"DE88500700100175526303";"-21,45";"LU96ZZZ0000000000000000058";"5PYM853465579KV";"";"3. mobility";"taxi"
"09.12.25";"09.12.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"0369155942843 PP.4855.PP . TENNISHALLE CENTER, Ihr Einkauf bei TENNISHALLE CENTER";"Ausgang";"DE88500700100175526303";"-114,00";"LU96ZZZ0000000000000000058";"5PYM479552763KV";"";"2. lifestyle&fun";"sports"
"16.12.25";"16.12.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"0919693957875 PP.4855.PP . FREENOW, Ihr Einkauf bei FREENOW";"Ausgang";"DE88500700100175526303";"-31,84";"LU96ZZZ0000000000000000058";"5PYM207020426KV";"";"3. mobility";"taxi"
"08.12.25";"08.12.25";"Gebucht";"Lukas Mustermann";"CinemaxX/Heidelberg";"CINEMAXX SAGT DANKE. 2025-12-08T14:59:27 KFN 0 VJ 2812";"Ausgang";"";"-16,89";"";"";"";"2. lifestyle&fun";"cinema"
"07.04.26";"07.04.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8268999626970 PP.4855.PP . FAHRRAD XXL, Ihr Einkauf bei FAHRRAD XXL";"Ausgang";"DE88500700100175526303";"-292,80";"LU96ZZZ0000000000000000058";"5PYM838688891KV";"";"3. mobility";"bicycle"
"10.09.25";"10.09.25";"Gebucht";"Lukas Mustermann";"Löwen.Apotheke.379/Kassel";"Kartenzahlung 2025-09-10T17:12:05 KFN 0 VJ 2812";"Ausgang";"";"-82,25";"";"";"";"6. healthcare";"pharmacy"
"05.01.26";"05.01.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8917768089812 PP.4855.PP . DB NAVIGATOR, Ihr Einkauf bei DB NAVIGATOR";"Ausgang";"DE88500700100175526303";"-16,69";"LU96ZZZ0000000000000000058";"5PYM657422319KV";"";"3. mobility";"train tickets"
"08.04.26";"08.04.26";"Gebucht";"Lukas Mustermann";"Kieler Nachrichten";"KIELER Abo Kd-Nr. 57663354 04/2026";"Ausgang";"DE20509530727728276958";"-14,30";"DE22KN87089426603";"KN-57663354";"";"7. abos";"(e)-papers"
"18.12.25";"18.12.25";"Gebucht";"Lukas Mustermann";"Telekom Internet";"Rechnung 12/2025 Kd-Nr. 91671656";"Ausgang";"DE70986678851682038528";"-40,14";"DE22TI57940154150";"TI-91671656";"";"8. fixed costs";"internet"
"22.01.26";"22.01.26";"Gebucht";"Lukas Mustermann";"Spotify";"SPOTIFY Abo Kd-Nr. 748903 01/2026";"Ausgang";"DE04588097186142293554";"-5,69";"DE22S59205596757";"S-748903";"";"7. abos";"streaming"
"12.03.26";"12.03.26";"Gebucht";"Lukas Mustermann";"Augenarztpraxis.Dr..Braun/Dresden";"AUGENARZTPRAXIS 39862214//Dresden/DE 2026-03-12T17:17:53 KFN 0 VJ 2812";"Ausgang";"";"-111,48";"";"";"";"6. healthcare";"doctor"
